time,U
0.0,0.07430343195303969
0.12501860395892245,0.07839005038906405
0.2500372079178449,0.07984985911070851
0.37505581187676734,0.0854751425854324
0.5000744158356898,0.06306346010171025
0.6250930197946123,0.07289718787443039
0.7501116237535347,0.06083584469702052
0.8751302277124571,0.055362442142665634
1.0001488316713796,0.06824221567329126
1.125167435630302,0.08091971329657564
1.2501860395892246,0.0708801805866774
1.3752046435481469,1.2808286380308649
1.5002232475070694,0.0952732911156112
1.6252418514659919,0.0655133574166368
1.7502604554249142,0.11485643212288983
1.8752790593838367,0.11433722053644647
2.000297663342759,0.0952102935611481
2.1253162673016814,0.11525623627379127
2.250334871260604,0.1364880947189168
2.3753534752195264,0.14650938536489735
2.500372079178449,0.12419742348374221
2.6253906831373715,0.0792085853932514
2.7504092870962937,0.07102816342831905
2.8754278910552165,0.07496665925596525
3.0004464950141387,0.10041912168506553
3.125465098973061,0.11686744627996284
3.2504837029319837,0.1219262071910711
3.375502306890906,0.10346980235798268
3.5005209108498283,0.10473776778220929
3.625539514808751,0.1070420478129973
3.7505581187676733,0.10028459502834919
3.875576722726596,0.09217917335276987
4.000595326685518,0.10782393055347221
4.125613930644441,0.10324727599312244
4.250632534603363,0.130384048104053
4.375651138562286,0.15666843970627908
4.500669742521208,0.10645186705737011
4.62568834648013,0.08766413177577247
4.750706950439053,0.09219544457292887
4.875725554397976,0.09884331034521253
5.000744158356898,0.0646297145282261
5.12576276231582,0.042426406871192854
5.250781366274743,0.04924428900898052
5.375799970233666,0.04561797891182818
5.5008185741925875,0.07400675644831355
5.62583717815151,0.06312685640834652
5.750855782110433,0.052773099207835045
5.875874386069355,1.292669331267668
6.0008929900282775,0.08900561780022652
6.1259115939872,0.09947864092356709
6.250930197946122,0.0957078889120432
6.375948801905045,0.08676981041814025
6.5009674058639675,0.07206941098690901
6.625986009822889,0.07335529974037322
6.751004613781812,0.043046486500061765
6.876023217740735,0.051613951602255764
7.001041821699657,0.0709365914038728
7.126060425658579,0.07881624198095212
7.251079029617502,0.08188406438373708
